ID,Description,Entry_ID,Media_IDs,Semantic_Domain,alt_translation1,alt_translation2
SN003275,split,yeka,5b55f8de02b7d04254a3fb874fff7348,activity,romperse,brechen; zerspringen
SN003276,crack,yekasa,,other,"rajadura, hendidura",Riss; Spalte
SN003277,corner,yekiendapasa,e73087803873756ff591fc083d41148f,other,esquina,Ecke; Winkel
SN003278,"remove grains, gin, e.g. maize, beans",LX001897,,activity,"desgranar, por ej. maíz, frijoles",entkörnen; aushülsen
SN003279,detach; loosen; undress; draw the last breath; fray,LX001898,741e7a73bc79ab5c60aec12346e0088c,activity,desprenderse; deshilarse; desvestirse; rendir el alma,sich loslösen; sich losreißen; sich ausziehen; die Seele aushauchen; sich zerfransen
SN003280,cut oneself,LX001899,b888a4cf2841f08682207f2c61d7589b,activity,cortarse,sich schneiden
SN003281,cicada,LX001900,c2694f478d4ac67bb6206cb542218317,animal - insect,"chicharra, cigarra",Zikade
SN003282,lean against,yeko,b8dd1c04b720525cd0aeae6354e72855,activity,arrimarse,sich anlehnen; sich abstützen
SN003283,abase oneself,yekomomini,,activity,humillarse,sich demütigen; sich erniedrigen
SN003284,tell one's life,yekomombeu,,activity - speech,contar la vida,vom Leben erzählen
SN003285,be blissful,LX001901,99ab75452e1c8770d1233bfedd05088a,activity,estar feliz,glückselig sein; selig sein
SN003286,"unsatisfied; lick lips, a gesture that can have different interpretations",yekumbere,fd0d3a29cdcc6e8a5c0eff102834fc6c,activity,"quedarse insatisfecho; lamerse con la lengua (los labios), un gesto con varios significados","unzufrieden sein, auch: leckeres Essen shcmecken, etwas bedauern, etc."
SN003287,"turn one's back towards somebody, show somebody one's back",LX001902,3fed4867ce1b2750372bd56b6a4dc555,activity,"da la espalda a alguien, mostrar la espalda a alguien",jemandem den Rücken kehren; jemandem den Rücken zeigen
SN003288,stretch,LX001903,7894a398820fec183518dbd178c16e04,activity,"estirars,; desperezarse",sich dehnen; sich strecken; sich ranzen
SN003289,sent,yekwa,55a41256c804556fb4ea836e5654c29e,activity,"sentir, sufrir de algo",fühlen
SN003290,"show oneself, appear, be visible",yekwaa,939b05bd3825f0613b92e22e86501595 ; a70099b3a8e6eb1d4249d988250607e5,activity,"mostrarse, manifestarse, aparecer, estar visible",sich zeigen; erscheinen; zu sehen sein
SN003291,abstain; fast,yekwaku,8092c9553bd4fd3c2151e9ad9634e3ad ; 62e27ce1e64f9e9a3c0a705526cc7c8a,activity,abstenerse; ayunar,sich enthalten; fasten
SN003292,lift legs,yekwapira,e0508b0b074275ea6aa46fbcd05ddaa4,activity,alzar las piernas,die Beine hochheben
SN003293,stay,LX001904,,activity,quedarse,bleiben
SN003294,do quickly,LX001905,,activity,hacer rápido,schnell machen
SN003295,mix,yemona,4f728caca28180db4afb5c7523ec012f,activity,mezclar,mischen
SN003296,converse,LX001906,25c892aae7751387203d57165df8dad5,activity - speech,conversar,schwatzen
SN003297,have first menstruation,LX001907,99e1ab15f39389cd1790bbc741c81ea7,activity,tener primera menstruación,die erste Menstruation haben
SN003298,grow old,yemotuya,fd573640ce5190119e9b067ba9269673,activity,envejecerse,altern
SN003299,paint,yemoyegwa,,activity,pintar,bemalen
SN003300,get on one's feet; gain ground; land,LX001908,fc8048832e122ee5dbfbaa121eaf9978,activity,ponerse de pie; consolidarse; aterrizar,sich auf die Füße stellen; Fuß fassen; landen
SN003301,cover oneself,LX001909,69f3b2c8ff283202823fe1284dea341b,activity,cubrirse,sich bedecken
SN003302,speculate that oneself will be the one,LX001910,a299bdec509fe5aa5e025d7e97b63b58,activity,suponer que sea uno mismo,"auf sich raten; glauben, dass man es sein werde"
SN003303,dissimulate in front of,LX001911,,activity,disimular delante de él/ella,sich vor jemandem verstellen
SN003304,roast,LX001912,,activity,asar,grillen
SN003305,have sex,yembireko_meno,,activity,tener sexo,Sex haben
SN003306,hurry; walk fast,yemboai,c3b973a07b5a4492e6c1ec7e69b8bba6,activity,apurarse; andar rápido,sich beeilen; flott gehen
SN003307,educate oneself; wise up,yemboarakwaa,965ebd1cbf50e2235c018007a9752053,activity,educarse; atender a sus razones,sich bilden; Vernunft annehmen
SN003308,forget,yemboesarai,965dec73174c0a2313f01334ae5d8b3d,activity,olvidarse,vergessen
SN003309,glorify oneself,yemboetei,de063d526ae77f5479802e6ec7523b87,activity,glorificarse,sich verherrlichen
SN003310,disdainfulness,yemboeteisa,de063d526ae77f5479802e6ec7523b87,human - emotion & cognition,soberbia,Hochmut
SN003311,make oneself popular,LX001913,b02a37d2476d510d9de3da0bac92b181,activity,"bienquistarse, congraciarse, ganarse las simpatías, tener popularidad",sich beliebt machen
SN003312,extend; astretch,yembopuku,,activity,alagarse; estirarse,sich strecken; sich verlängern
SN003313,tempt,LX001914,d346630d51f7c67764c14971dfd2379f,activity,precipitar,Versuchung sein
SN003314,rise a bit,LX001915,246954fdf512c5b143065128771fac11,activity,levantarse un poco,sich etwas erheben
SN003315,be stuck,yemboya,432749a1ec77413b7b0fe8213958c897,activity,estar pegado; juntado,an etwas festkleben; festsitzen
SN003316,compare oneself to somebody,yemboyoya,c4fe6e098747e25d4d4c4c9afe10d67c,activity,compararse con alguien,sich vergleichen
SN003317,be inopportune,LX001916,,activity,estar inoportuno,inopportun sein; unpassend sein
SN003318,"get accustomed, get used; acclimatize",LX001917,41d92607bdf9bcea08d2e326298ba137,activity,acostumbrarse; aclimatizarse,sich gewöhnen; sich akklimatisieren
SN003319,study,LX001918,,social relations; human - emotion & cognition,estudio,Lernen
SN003320,wiggle one's ears,yenambi_movava,,activity,sacudir las orejas,mit den Ohren wackeln
SN003321,outperform; surpass,yenonde,,activity,adelantar; superar,überholen; überbieten
SN003322,be distant from each other,yenonde,8e8f3171c91668a1e5a31922a7cd60d6,activity,estar apartados unos de otros,voneinander entfernt sein
SN003323,shave oneself,LX001919,,activity,afeitarse,sich rasieren
SN003324,close,yeo,26d160b5c494f33a5cc11806f617546b,activity,cerrarse,sich schließen
SN003325,take revenge,LX001920,,activity,vengarse,sich rächen
SN003326,untie oneself,yeora,,activity,desatarse,sich losbinden
SN003327,proliferate; cover with weed,LX001921,04a553f71118abfa191fb2d393ea6816,activity,tupirse; cubrirse (el chaco) con yerba mala,zuwuchern; mit Unkraut zuwachsen
SN003328,wash one's own face,yeovasei,,activity,lavarse la cara,sich das Gesicht waschen
SN003329,cover one's face as from shame,LX001922,75e6b4dd137c8bba1d7256ceb38efe33,activity,"cubrirse la cara, como por vergüenza","sich das Gesicht verhüllen, wie vor Scham"
SN003330,"ensnarl, the ball of wool",yepa_munamuna,,activity,enredarse la madeja de hilo,"sich verwickeln, das Wollknäuel"
SN003331,although,yepe,25b9bd544c02bcceb938ad38795b75cd,grammatical,aunque,obwohl; gleichwohl
SN003332,although not; (even) if not,LX001923,812c200ff5a857be04e9bdc29e54878c,grammatical,aunque no,gleichwohl nicht; wenn auch nicht
SN003333,separate legs,yepeka,,activity,abrir las piernas; separar las piernas,die Beine auseinanderspreizen
SN003334,make room; draw back; seperate oneself from others,LX001924,14d88e0d154e557b5d8c86d13c82468f,activity,dar lugar; echarse atrás; apartarse de otros,Platz schaffen; zurückweichen; sich von anderen entfernen
SN003335,"order, separate",LX001925,bada57a51b6bac9f713237931542a8d0,activity,"despejar, separarse","aufräumen, sich trennen"
SN003336,firewood,LX001926,d4b6e64e9b5efb5c082bbe59aac610fd,material; plant - part,leña,Brennholz; Scheiter
SN003337,heat up,LX001927,eefff24554834252010b2793bb2662bf,activity,calentarse,erwärmen; erhitzen
SN003338,always; with amové: mostly; negated: never,yepi,103f6dc2a0edb9ce594e882917475d76,time,"siempre; con amové: normalmente; con negación: nunca, jamás",immer; meistens; in Verneinung: nie
SN003339,protect oneself; defend oneself; cover oneself; make shadow for oneself,yepia,b148c3542a13afb244a1ed3df9477c2d,activity,protegerse; defenderse; cubrirse; darse sombra,sich schützen; sich bedecken; sich beschatten
SN003340,mirror,yepiaka,4887e9b55edb6ba196d462766c9ce843,object,espejo,Spiegel
SN003341,crystal; cut glass; reflection,LX001928,58af65cec06fdf1d9dbcc46ac04e6ee5,material,cristal; vidrio tallado; reflejo del espejo,Kristall; geschliffenes Glas; Reflex
SN003342,be together,LX001929,7e5bd0a8df879b9511c26bcca821d6f1,activity,estar juntos,beisammen sein
SN003343,"alternate, take turns",LX001930,,activity,turnarse,sich abwechseln
SN003344,revenge,LX001931,,activity,venganza,Rache; Vergeltung
SN003345,"avoid, stay away from something, abstain",LX001932,eab340d1c96d8b7a2bfe4b5eca499c80,activity,"evitar, abstenerse, detener algo",meiden; sich fernhalten; sich enthalten
SN003346,breakfast; snack; get strength of eating something,LX001933,4102ba0c51ff43db38e0fa775315cb79,activity,desayunar; picar algo; hacerse fuerte por comer un poco; tomar un refrigerio,eine Jause zu sich nehmen; sich mit einem kleinen Imbiss stärken
SN003347,wash one's hands,yepoei,67fa1fcef52b2b1521a38e3c7fe357ae,activity,lavarse las manos,sich die Hände waschen
SN003348,bowl for washing one's hands,LX001934,de305be78aeec0e2322562f6b412506f,object,fuente para lavarse las manos,Schüssel zum Händewaschen
SN003349,search; research,yepoereko,b0ff849c7e3d14c977002aa2a5a532b3,activity,buscar; revolver buscando; resbuscar minuciosamente,suchen; in etwas kramen; herumtasten
SN003350,wave; greet; wave somebody nearer with the hand,yepoeru,ddb7b0feb955a2c1a5a130cf53599c22,activity,saludar; llamar haciendo señas con la mano,winken; jemanden herbeiwinken
SN003351,sustain oneself,LX001935,0e6d46ce9217e89b1a6179283c2b82eb,activity,"mantenerse, alimentarse",sich selbst den Lebensunterhalt suchen
SN003352,basket,LX001936,,object,"cesto, canasta",Korb
SN003353,nestle against,yepokie,789cf9de5caed83252d666606a43626d,activity,arrimarse,sich schmiegen
SN003354,wipe dry hands,LX001937,09bfc13d114ac758c14952dcd32a6b1f,activity,frotarse las manos,sich die Hände reiben; sich die Hände abtrocknen
SN003355,towel for hands,LX001938,09bfc13d114ac758c14952dcd32a6b1f,object,"toalla de manos, paño de manos",Händehandtuch
SN003356,"habit, manners",yepokwaa,8547bd0bffa25eb519bf33220d4cb0ac,human; culture,"costumbre, caprichos, maña",Gewohnheiten; Manieren; Grillen
SN003357,make a fist,LX001939,7df156374edcdf8a4b86c60576a14858,activity,cerrar el puño,die Hand zu einer Faust ballen
SN003358,swarm,yepomuna,,quantity; animal,"enjambre, manada",Schwarm
SN003359,close hand,yepomboya,,activity,cerrar la mano,Hand.schließen
SN003360,"clap hands, applause",yepopete,0bf8f11a07b7d77feeb75b52ca0eba80,activity,aplaudir,klatschen
SN003361,blow,LX001940,e0bc06182dd7ec7e0084e43d70b1485d,activity,soplar,blasen; pusten
SN003362,fish with a net,yeporaka,b943ebf0676266c74509e6dd80fc0e36,activity,pescar con red,mit Netz fischen
SN003363,train,yeporu,0fcbc9d9bbff8701ac6ae3ee8cd34b34,activity,"practicar, ejercitar",üben
SN003364,"training, practice; skill",yeporusa,0fcbc9d9bbff8701ac6ae3ee8cd34b34,other,"ejercicio, práctica",übung; Geschick; Beschäftigung
SN003365,together,yepose,50953f038712ab00e4320bd3b9dd26c2,activity,juntos,zusammen
SN003366,"towel, cloth for drying one's hands",LX001941,c581c5b92e0f4bc68873215fec4203ef,object - household,"toalla, paño, trapo para secarse las manos; donde alguien se limpió la mano antes",Handtuch; jedes Tuch zum Handabtrocknen
SN003367,towel for hands,LX001942,fb8a0def9b0572d0f8338b8535bdebea,object,"toalla de manos, paño de manos",Händehandtuch
SN003368,arrive,yepota,49c417c5ed946cd756a264549ee8c6c4 ; e9317a746104b947e97a612f5085ec0a,activity - motion,llegar,ankommen
SN003369,mutual revenge,LX001943,ff0f096dbeb076c2689e4b81092bdb54,social relations,venganza mutua,gegenseitige Rache
SN003370,sink,LX001944,de305be78aeec0e2322562f6b412506f,object - household,lavamanos,Waschbecken
SN003371,detatch; unroll; untwine oneself,yera,efcb7b20b3bc640b6c2b774ba44e2273,activity,separarse; dedoblarse; destorcerse,sich loslösen; sich ausbiegen; sich aufdrehen
SN003372,turn around,yere,850b248913a858f65f138b946cc160eb ; 8cd0610bcc5ba0c112cb17ba3568673e,activity,dar vuelta,sich umdrehen
SN003373,oneself,LX001945,,other,mismo; hacerse las cosas asi mismo,selbst machen oder gemacht
SN003374,agonize; do penance,LX001946,32cb58541ff8d3327b1c4dbba2b01a50,activity,torturarse; hacer penitencia,sich quälen; Buße tun
SN003375,change,LX001947,c60d06542a075a737341271a9dcd4d57,activity,"mutarse, cambiar",sich wandeln; sich verändern
SN003376,take off one's clothes in order to change clothes,LX001948,,activity,"quitarse la ropa para mudarse, cambiarse de ropa","sich ausziehen, um die Kleidung zu wechseln"
SN003377,pray,LX001949,916149265ae59d7bc478a19b696cdba8,activity,rezar,beten
SN003378,read,LX001950,916149265ae59d7bc478a19b696cdba8,activity,leer,lesen
SN003379,pray loudly,LX001951,916149265ae59d7bc478a19b696cdba8,activity,rezar en voz alta,laut beten
SN003380,incline to one side,yerokwa,733386af3865c8da6ed8d24a6842e5c0,activity,"inclinarse, ladearse",sich zur Seite neigen
SN003381,split open; devide the view,yerova,ce0b9a17d341d0317d650ae50241b387,activity,astillar; esquivar la mirada,aufsplitten; den Blick streuen
SN003382,trust; trust oneself,yeroya,75db32310324a5b6bb06be6c9c2a8a29 ; 70367962f196d526b06378630a1d976c,activity,confiar en alguien; confiar en sí mismo,jemandem vertrauen; auf sich selbst vertrauen
SN003383,bend down,LX001952,,activity,inclinarse,sich niederbeugen
SN003384,"worship, adore",LX001952,dd3d89e94f7f0360d45d176cf3a13fcd,activity,"adorar, venerar",anbeten; verehren
SN003385,incline to one side,LX001953,609cb957f75377976ef0262cfc93462e,activity,"inclinarse, ladearse",sich zur Seite neigen
SN003386,a species of pigeon,yeruchi,83b8367e64781ac236a9a2c0f2d1b7da,animal - bird,"ave cuquisa, una especie de paloma, torcaza",eine Taubenart
SN003387,"rinse one's mouth, gargle",yeruei,f4aafd5342de0eddf7c1705cfeb650b8,activity,"enjuagarse la boca, gargarizar",sich den Mund spülen; gurgeln
SN003388,spawn,yerumombo,a9dbfbe7e458a530ecbd8fdf022001ef,activity,desovar,laichen
SN003389,"request, ask",yerure,a64148fcca98172170d4667679b1603e,activity,rogar,bitten
SN003390,"a species of small squash, that grows in the woods",LX001954,960412aa547ba4e458df49885623fbde,plant,una especie de zapallo pequeño del monte,eine kleine Waldkürbisart
SN003391,"bethink, rethink, reconsider, explore oneself, consider",yesaereko,2f4b8706fbf3731313e9c9f751452cc6,activity,"reflexionar, reconsiderar, explorarse, pensar",sich besinnen; sich erforschen; überdenken; überlegen
SN003392,"a species of grass, called suco in Spanish",yesape,04daaa6bb03aad83976ee3df51a97227,plant,"suco, una especie de paja sujo","eine Grasart, auf Spanish suco genannt"
SN003393,dew,LX001955,f491e3bae820e4a35307d5870735729c,environment,rocío,Tau
SN003394,suddenly,LX001956,0cbdc8f9fbf5351b1bbca332ea760e37,manner,"de repente, de pronto",plötzlich; jäh
SN003395,mix; connect; join,yesea,e96eb7e3c36f6648b5f5ad48f27a6c17,activity,mezclarse,sich mischen; sich verbinden; sich zu etwas/jemandem gesellen
SN003396,"wash oneself, bathe",yesei,29f47b928c5a417605d0d0acd753fde9 ; c908b914bfda1b95a489613e998d9dc3,activity,"lavarse, bañarse",sich waschen; baden
SN003397,cramp; sleeping,LX001957,bc6c936a8c83403e9be169be7e82b525,health,adormecimiento; calambre,"Krampf, eingeschafen sein"
SN003398,line up,LX001958,97d8cf43f310a07894547b6d41e277e1,activity,"enfilar, ponerse en fila",aufreihen
SN003399,throat; trachea,LX001959,caf3929403a818cbf7ab1c2b0b7ed45e ; fe57847eeb8cfe498aebb6b27bbb204a,body part - organ,garganta; respiradero,Kehle; Luftröhre; innerer Hals
SN003400,hoarse,LX001960,,state,ronco,heiser
SN003401,drown,LX001961,07c5a78aae85159e7acee0048e05a65a ; fe57847eeb8cfe498aebb6b27bbb204a,state,ahogarse,ertrinken
SN003402,be located; appear,yesu,9abcda709ef3e80c4a9964214dc913e3,activity,estar ubicado; aparecer; encontrarse,sich befinden; erscheinen; sich finden
SN003403,conception; foundation,yesu_agwer,,social relations; health; other,concepción; fundación,Empfängnis; Gründung
SN003404,clearly,yesukatusape,9abcda709ef3e80c4a9964214dc913e3,manner,claramente,klar
SN003405,cut hair on the forehead,yeta,17412b7b34e93e585bd9dc29f809d948,activity,cortar el pelo en la frente,die Haare aus der Stirn wegschneiden
SN003406,kill a person for the first time,yetano,,activity,estrenarse en matar personas,zum ersten Mal einen Menschen töten
SN003407,scissors,yetapa,17412b7b34e93e585bd9dc29f809d948,object - household,tijeras,Schere
SN003408,happy; splendid,yetei,638e5d6116666abc2df5f3494288cdb4,human - emotion & cognition,feliz; maravilloso,glückselig; glücklich; herrlich
SN003409,sweet potato,LX001962,909d8f26c8c3ec3ee948098db013c2c5,plant,camote,Süßkartoffel
SN003410,"a species of liana, similar to a sweet potato",LX001963,909d8f26c8c3ec3ee948098db013c2c5,plant - liana,"una especie de bejuco, parecido al camote","eine Lianenart, ähnlich der Süßkartoffel"
SN003411,touch the ground,LX001964,5c4a8d23f736aaaedd40a0b6f81b151d,activity,sentarse en el suelo,am Boden aufsitzen
SN003412,hang hammock,LX001965,e0209b7775054bc433285e055d8e2aa0,activity,colgar hamaca,die Hängematte aufhängen
SN003413,reflexive,yeupe,3fb3a7990271f92895067c4fdd850f6e,grammatical,reflexivo,Reflexiv
SN003414,"ascend, rise",yeupi,10c693e7f8a3b7e35aeb00bd00a16d44,activity,"ascender, subir",aufsteigen; emporsteigen
SN003415,rotate,yeuva,,activity,dar vueltas,sich drehen
SN003416,penis peeled,yevirosa,45e17552bd939007a7eff516bd0b5253,body part - organ; health,pene pelado,"Penis, gepellt, ohne Vorhaut"
SN003417,return,LX001966,58e5d30e68faec00725902967fa6b6a0 ; b09b6017fa47a5974298aff29fee50f3 ; 95e83bfd44d6fcfbe68cdf425d1c3b4b,activity,volver,wiederkommen
SN003418,laugh about oneself,yeyai,9e608cfb38dc7c4112e708cc97380dde,activity,reírse de si mismo,über sich selbst lachen
SN003419,clean oneself by rubbing,LX001967,,activity,limpiarse frotando,"sich säubern, indem man sich reibt"
SN003420,agree,yeyoya_katu,9ec125241ccba6806195017bdb348fbc,activity,"estar de acuerdo, tener la misma opinion",einhellig sein; einer Meinung sein
SN003421,a species of fish,yeyu,b03a2447f37490c2b9c00ecee2a6c348,animal - fish,una especie de pez,eine Fischart
SN003422,"somebody who cries a lot, crybaby",yeyu_ete,,human,"llorón, llorona","jemand, der viel weint; Heulsuse"
SN003423,a species of tree,LX001968,b03a2447f37490c2b9c00ecee2a6c348,plant - tree,"una especie de árbol, cajaranda",eine Baumart
SN003424,yawn,yeyurupeka,229f9fc031ef671efd3f50a94c8daec7,activity,bostezar,gähnen
SN003425,happiness; attain happiness,LX001969,,activity,felicidad; alcanzar felicidad,Glücklichkeit; Glücklichkeit erlangen
SN003426,differ,LX001970,d183ba3104e8473efd35d80b504cf224,activity,distinguirse,sich unterscheiden
SN003427,see oneself,LX001971,a5ec7657bd5a4199c0cc6912eee81abb,activity,mirarse,sich sehen
SN003428,resolve; be able (with katu); become,LX001972,a11dea423bb2410fb887a3a50887bf5b,activity,"hacerse; resolver, poder (con katu)","können, haben"
SN003429,cover one's eyes,LX001973,1fb4e550a3a166ff5f563a1a8c33604f,activity,cubrirse los ojos,die Augen zuhalten
SN003430,open one's eyes,LX001974,1fb4e550a3a166ff5f563a1a8c33604f,activity,abrir los ojos,die Augen öffnen
SN003431,RFLX: reflexive prefix,ye-_1,7a6d443def5a4651fc912f33486bc947,grammatical,RFLX: prefijo reflexivo,Reflexivpräfix
SN003432,be cooked,LX001975,0dfe2a6d963c28aa61d0d76a7c127b3d,activity,estar cocinado,gar gekocht sein
SN003433,"stone axe; instrument, tool",LX001976,ea9e5926beab6c4cbe39cd455462f690,object - tool,hacha de piedra; herramienta,"Steinaxt, Werkzeug"
SN003434,tighten in order to pass a narrow part,LX001977,,activity,fruncirse para pasar un estrecho,"sich zusammenziehen, um durch etwas Enges zu kommen"
SN003435,his/her/its side; his/her/its ribs,LX001978,150d4eaf4fc57eba27fded78a9178716,body part,su costado; sus costillas,seine/ihre seine/ihre Seite; Rippen
SN003436,cigar,LX001979,,object,cigarra,Zigarre
SN003437,old; used; depleted,LX001980,683fd09376b45f9d689c497367414b2a,property,viejo; usado; gastado,alt; benützt; gebraucht; verbraucht
SN003438,dry; ripe (wood),LX001981,d45ae932fe073a97287fa06164f614fd,state,seco; maduro (madera),trocken; ausgereift (Holz)
SN003439,start,LX001982,d17ab7a00a6cb63530b8e4dc12b5efb5,time,inicio,Anfang
SN003440,first,LX001983,d17ab7a00a6cb63530b8e4dc12b5efb5,time,primero,erst
SN003441,side shoot of a tree; offshoot,LX001984,d17ab7a00a6cb63530b8e4dc12b5efb5,plant - part,brote secundario de un árbol; retoño,Seitentrieb eines Baums; Sprössling
SN003442,stuck; rooted,LX001985,b031d9f1aae1c962587f304eba23fa6d,state,atrapado; arraigado; quedar fijo,festsitzen; eingewurzelt; stecken bleiben
SN003443,side,LX001986,14ce1978c23ad6e9dea10977adf02e4a,location,lado,Seite
SN003444,sound of the axe,LX001987,,sound,ruido de la hacha,Geräusch der Axt
SN003445,"a species of tree, called tinto in Spanish",LX001988,80dcc7ef6997a1288c22724c1ac6c7ff,plant - tree,"tinto, una especie de árbol","eine Baumart, auf Spanisch tinto genannt"
SN003446,"a species of green bird, the name refers to sound it makes",LX001989,9ab2e45636069d9d78c38ca11b5bf1d4,animal - bird,"una especie de pájaro verde, el nombre refleja el sonido de su canto","eine grüne Vogelart, der Name nimmt Bezug auf den Gesang"
SN003447,"gorge, gullet",LX001990,,body part - organ,"gaznate, tragadero, garganta",Kehle; Speiseröhre
SN003448,little pot; bowl; cup,LX001991,c6163434b2539cc434f1d45ebc4e4edb,object - household,olla pequeña; fuente; taza,Töpfchen; Schale; Häferl
SN003449,hang; choke; strangle,LX001992,,activity,ahorcar; ahogar,erhängen; erwürgen
SN003450,frame; skeleton,LX001993,55137273fca29526e5e31b3accf187e8,object; body part - organ,marco; esqueleto,Einfassung; Leisten von Rahmen etc; Gerippe
SN003451,slim thing; tender thing,LX001994,,object; property,cosa delgada,"etwas Dünnes, Zartes"
SN003452,not answer somebody,LX001995,8e2b034b0e900fc9dd21ef010835bf23,activity,no contestar a alguien,jemanden ohne Antwort lassen
SN003453,a black stone that was used to make stone axes,LX001996,54ff9ffdd2e0601d4ebeb24dc7ab7e00,material,una piedra negra que era usada para hacer hachas de piedra,"ein schwarzer Stein, aus dem früher die Steinäxte gemacht wurden"
SN003454,arm,LX001997,,body part,brazo,Arm
SN003455,arm-length; length of a segment of bamboo species,LX001997,f6fae5cece5f93358428801c61215b4d,quantity,largo del brazo; medida de las secciones de las especies de caña,Armlänge; Knotenlänge der Rohrarten
SN003456,a species of plant,LX001998,,plant,una especie de planta,eine Pflanzenart
SN003457,chisel,LX001999,5fde56635bead0f44302394c0001ef27,object - tool,"formón, cincel",Stemmeisen
SN003458,pulse,LX002000,8268e1cf8a09faed58356a9a8616b798,body function,pulso,Puls
SN003459,elbow,LX002001,0a12baf89da506a88de093db22c8cfb8,body part,codo,Ellbogen
SN003460,narrow; thin,LX002002,1bdffb5b86c722a12145598f4d0cba12,property,estrecho; delgado,schmal; dünn
SN003461,bladebone,LX002003,4b9e673a004ca1b9bd90017478aa0932,body part,"escápula, omoplato, paleta",Schulterblatt
SN003462,grassland,LX002004,9cf4d707cc778ddad5fb4e0cd874c419,environment,pampa,Pampa; Wiese; offenes Land
SN003463,new; fresh; green,LX002005,314053dbf8d91dbe56037c0623ddb64a ; 7213d2c7808918c17865d1196d266414,property,nuevo; fresco; verde,neu; frisch; grün
SN003464,end; stem; handle,LX002006,,object,cabo; mango,Ende; Stiel; Griff
SN003465,"a species of tree, its wood is used for making handles",LX002006,,plant - tree,"una especie de árbol, su madera se usa para hacer mangos","eine Baumart, aus deren Holz man Stiele macht"
SN003466,one behind the other,LX002007,d8e1a81cc53e3a57aeb4ac13fa474e27,activity,uno tras del otro,einer hinter dem anderen
SN003467,public path,yoaper,3f510705d1dc5a91e75db679763a07c6,environment,"camino público, camino común",allgemein zugänglicher oder benützter Weg
SN003468,high waves,yoapir,bd06da5688a3b1c3017e572a6113d640,environment,olas grandes,"Wellen, die übereinander stürzen; hochgehende Wogen"
SN003469,"increase, augmentation, additionally",LX002008,d9718129df6282c50108840f61eb018f,other,"multiplicación, aumento, además, añadir",Vermehrung; darüber hinaus
SN003470,one after the other; in lines,LX002009,be3d24218c1b936c9ef44d2e3d8f3707,activity,uno trás otro; en fila,eine/-r/-s nach dem/der anderen; in Reihen
SN003471,row; chain,LX002010,0c56488133279efc9b9be5834ae6f973,other,cadena,Reihe; Kette
SN003472,intersect,yoasa,7c289bee738ea919a7e48c534f4c3a03,activity,cruzarse,sich kreuzen
SN003473,"differ, be different, not be equal",LX002011,14cffda85b20add86b9a58b142ee18bf,activity,"diferir, ser diferente, ser desigual",anders sein als; sich unterscheiden von; nicht gleich sein
SN003474,namesake,yoecha,a9e95202cf8028ec29c748f35efbaacf,social relations; human,tocayo/-a,Namensvetter/-in; Namensbruder
SN003475,be equal,yoeko,bf3e314778085bb115b2406e3a2bbdf4,activity,ser igual,gleich sein
SN003476,belonging together,yoese,820c8efd9dd7454593788ca46d17e891,activity,perteneciendo uno al otro; haciendo pareja,zusammengehörig
SN003477,be close to each other; be united,yoeseve,9b79cad2eddf818f3e3f1eb98e4ea215,activity,estar juntos; estar unidos,beieinander sein; vereint sein
SN003478,one beside the other,LX002012,2c9ac525ce51d21a7d339be346762373,activity,uno/-a al lado del/de la otro/-a,eine/-r/-s an der Seite des/der anderen
SN003479,fold,LX002013,098c1cc3a981f8e1ab920aa71bb453f3,activity,doblar,zusammenlegen
SN003480,be side by side; be close together (sitting),LX002014,e4c168705f280efb2e2faf12cdf01d3a,activity,estar lado a lado; estar juntos (sentado),nebeneinander sein; eng beieinander sein (sitzend)
SN003481,crack,yoka,034cb23648287be4c29a018d5918e244,activity,"romper, quebrar",zerstoßen; zerschlagen
SN003482,shut,yokienda,10c8065cadb77da15d05cc5ffbcabfee,activity,cerrar,zusperren
SN003483,support,yoko,f675207f47c398c50b21563bae51fa58,activity,"sostener, apoyar",stützen; festhalten
SN003484,tie,yokwa,f675207f47c398c50b21563bae51fa58,activity,amarrar,anbinden
SN003485,"command, order",yokwai,3f43bbaa3c724018a2d8db07f2448af8,activity,"ordenar, mandar, dar orden",befehligen; beordern; beauftragen
SN003486,put on,yono,4db8f1fcb3bdcf3b896051d8b0b1ddbd,activity,poner encima,darauflegen
SN003487,fix,LX002015,,activity,atar en algo,festbinden
SN003488,row; fenced; front,yope,459d0b9cce9ad352df9f29fe804540c2,other,fila; alambrado; frente,in einer Reihe; vergattert; Front
SN003489,"heat, heat up",LX002016,18771bb7f62d43430a2e537c775e9918,activity,calentar,wärmen; erhitzen
SN003490,sting,yopi,35889b7f38bf91c596636e95aa620d05,activity,picar,stechen
SN003491,"cover; protect against sun, cold etc.",yopia,efeae7187e7620c5abc59141fb6941e9,activity,"cubrir; proteger del sol, frío etc.","verdecken; beschatten; vor der Sonne, Kälte etc. schützen"
SN003492,cover; block; play a wind instrument,LX002017,47d72b1f22cedb814420ab779a9f7d6a ; a96b494dda63922d713ae353931f3c21,activity,cubrir; tupir; tocar instrumento de viento,bedecken; blockieren; ein Blasinstrument spielen
SN003493,one insinde the other,LX002018,4d6a5e5dc8a1430d4c7c0a6d206e3c24,activity,uno/-a dentro del/de la otro/-a,eine/-r/-s im/in der anderen
SN003494,prefer; favour; help,LX002019,,activity,favorecer; ayudar,bevorzugen; helfen
