ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs,alt_translation1,alt_translation2
XV001805,gyr,che voya,,,my student,,,Hoeller 1932a:42,SN003057,mi estudiante,mein/-e Schüler/-in
XV001806,gyr,sepia vo'e,,,"while I see him/her, in order to see him/her",,,Hoeller 1932a:41,SN003058,"mientras que le veo, para verle","während ich ihn sehe, um ihn zu sehen"
XV001807,gyr,yakare ovu,,,the caiman goes up to the surface of the water,,,Hoeller 1932a:42,SN003060,el caimán sube a la superficie del agua,der Kaiman geht an die Oberfläche
XV001808,gyr,vu osaɨsu,,,he/she loves his/her father,,,Hoeller 1929:G,SN003061,lo ama a su padre,er/sie liebt seinen/ihren Vater
XV001809,gyr,ipɨ ai vusu,,,he/she has a very injured foot,,,Hoeller 1932a:42,SN003062,su pie está muy herido,er hat einen sehr wunden Fuß
XV001810,gyr,oya sese,,,he/she is stuck to her/him,,,Hoeller 1932a:271,SN003063,está pegado a él/ella,"er hängt an ihr, er klebt daran"
XV001811,gyr,oya ipotɨr,,,the flower opens,,,Hoeller 1932a:271,SN003064,la flor se abre,die Blüte öffnet sich
XV001812,gyr,iya vɨte,,,there is a little room left,,,Hoeller 1932a:272,SN003065,todavía tiene un poco de espacio,hat noch etwas Platz
XV001813,gyr,ndachepoyai,,,I cannot reach it with my hand,,,Hoeller 1932a:205,SN003065,no lo alcanzo con mi mano,ich erreiche es nicht mit der Hand
XV001814,gyr,che ya (2019: che yoya),,,"identical with me, like me",,,Hoeller 1932a:271,SN003066,"igual a mí, como yo","mir gleich, meiner Art"
XV001815,gyr,amboyachimo (amoñachimo),,,"I sway it, I cradle it",,,Hoeller 1932a:274,SN003068,"lo muevo, lo mezo","ich schaukle es, wiege es"
XV001816,gyr,yaepepo,,,"convex, curved, swollen",,,Hoeller 1932a:274,SN003070,"abombado, curvado, hinchado","bauchig, gewölbt, geschwollen"
XV001817,gyr,yagwar okui,,,it fell like a falling star,,,Hoeller 1932a:274,SN003074,cayó una estrella fugaz,es fiel wie eine Sternschnuppe
XV001818,gyr,añemoagwasa,,,"I live in concubinage with, wild with ...",,,Hoeller 1932a:275,SN003083,vivo en concubinato con ...,"ich buhle, lebe wild mit ..."
XV001819,gyr,ayoyai,,,"I scoff at him/her, make fun about him/her, ridicule him/her",,,Hoeller 1932a:275,SN003087,me estoy burlando de él/ella,"ich spotte ihn aus, mache mich lustig über ihn, verhöhne ihn"
XV001820,gyr,che yuru yai,,,my mouth is open,,,Hoeller 1932a:275,SN003088,tengo la boca abierta,ich habe den Mund offen
XV001821,gyr,yai va'e / yaikwer,,,"spoiled, of cheese or manioc, but not of eggs",,,Hoeller 1932a:275,SN003089,"podrido, de queso o yuca, pero no de huevos","verdorben, schlechtgeworden, von Käse oder Maniok, nicht aber von Eiern"
XV001822,gyr,yai vɨrɨ rupi ayu,,,I passed under the bushes,,,Hoeller 1932a:275,SN003090,pasé por debajo de los arbustos,ich bin unter den Stauden durchgekrochen
XV001823,gyr,iyai cheu,,,"it is enough for me, it is okay for me",,,Hoeller 1932a:275,SN003091,"basta para mí, está bien para mí, es suficiente para mí","es reicht mir, passt mir, ist mir genug"
XV001824,gyr,ayaisa,,,I cut him/her with a lancet,,,Hoeller 1932a:276,SN003093,le estoy rajando con una lanceta,ich ritze ihn mit einer Lanzette
XV001825,gyr,yaitɨ oipɨasa chupe,,,"the bushes covered him/her, gave him/her cover, protected him/her against...",,,"Hoeller 1929:Y, 119 ; Hoeller 1932a:276",SN003095,"las matas le estaban cubriendo, le protegían de...","das Gebüsch verdeckte ihn, war ihm eine Deckung, Schutz gegen...."
XV001826,gyr,yaɨ ai,,,very hard,,,Hoeller 1932a:276,SN003096,muy dura,
XV001827,gyr,yaɨsɨkwer,,,white of egg,,,Hoeller 1932a:276,SN003097,clara de huevo,Eiweiß
XV001828,gyr,kave yaɨsɨ'ɨsɨ va'e,,,dappled dog,,,Hoeller 1932a:276,SN003099,perro con manchas,scheckiger Hund
XV001829,gyr,che yaɨusar,,,I am the one who took his/her milk away i.e. the one who was born after him/her,,,Hoeller 1932a:276,SN003102,"yo soy el/la que le ha quitado la leche, o sea el/la que ha nacido en continuación a él/ella","ich bin der, der ihm die Milch genommen hat, d.h. ich bin der nach ihm Geborene"
XV001830,gyr,yakare äkä köi,,,a caiman with two heads that is supposed to have existed in the Río San Miguel,,,Hoeller 1932a:273,SN003103,un caimán con dos cabezas que dicen que había en el Río San Miguel,"zweiköpfiger Kaiman, der sich im Río San Miguel aufgehalten haben soll"
XV001831,gyr,ava yakɨ va'e,,,lazy for work,,,Hoeller 1932a:282,SN003110,vago/-a para trabajar (hecho el/la cansado/-a),faul zur Arbeit
XV001832,gyr,yaku gwasu,,,another Cracidae species,,,Hoeller 1932a:273,SN003112,otra especie de pava,eine andere Hokkohuhnart
XV001833,gyr,oyekumombo yakunda,,,the sound of the mythological animal,,,Hoeller 1932a:274,SN003117,el sonido de ese animal mitológico,das Geräusch dieses mythologischen Tieres
XV001834,gyr,yaku'i mandio,,,"floury, good manioc",,,Hoeller 1932a:274,SN003118,"yuca buena, harinosa","mehliger, guter Maniok"
XV001835,gyr,yame mini rane,,,wait a little first,,,Hoeller 1932a:277,SN003119,primero espera un rato (o: solo espera un poco),warte erst ein wenig
XV001836,gyr,ayamotare'ɨ̈,,,"I hate him/her, I am his/her enemy",,,Hoeller 1932a:277,SN003120,le odio (soy su enemigo/-a),"ich hasse ihn, bin sein Feind"
XV001837,gyr,ayamba sese ayere,,,I turn around him/her,,,"Hoeller 1929:Y, 123",SN003123,doy la vuelta por él/ella,ich drehe um ihn herum
XV001838,gyr,ndayambotai,,,"I don't like him,/her I hate him/her",,,Hoeller 1932a:276,SN003124,"no le quiero, le odio","ich mag ihn nicht, hasse ihn"
XV001839,gyr,"yanambor, yanaɨgwar",,,inhabitant of the forest,,,Hoeller 1932a:277,SN003126,habitante del bosque,Waldbewohner
XV001840,gyr,ñandɨ rovasapɨr (2019: yandɨ rovasapɨr),,,the holy oils,,,Hoeller 1932a:150,SN003128,las aceites sagradas,die Heiligen öle
XV001841,gyr,yandɨpa,,,"fruit of the tree that is called 'bi' in Spanish, its juice can be used for dyeing in black",,,Hoeller 1932a:277,SN003129,"fruta de bi, una fruta comestible cuyo jugo se puede usar para teñir negro","die essbare Frucht des Baumes, der auf Spanisch 'bi' genannt wird, mit deren Saft man schwarz färben kann"
XV001842,gyr,"yandusa, mba'e andusa",,,sensation,,,Hoeller 1932a:277,SN003130 ; SN003135,sensación,Gefühlssinn
XV001843,gyr,yandu kɨsa,,,spider cob,,,Hoeller 1932a:150,SN003131,telaraña,Spinnengewebe
XV001844,gyr,ekwa yandu,,,"well, go, directed to somebody who is about to make a journey that he/she has made before more often",,,Hoeller 1932a:277,SN003134,"vaya nomás otra vez, diciendo a alguien que se va a un viaje que ya ha hecho varias veces","so geh denn wieder, zu einem, der eine schon öfter gemachte Reise wieder antritt"
XV001845,gyr,ayao teka pɨpe,,,I cover the roof with tiles,,,Hoeller 1932a:277,SN003136,yo cubro el techo con la teja,ich decke das Dach mit Ziegeln
XV001846,gyr,ikwä yeapa va'e,,,person with bent fingers,,,Hoeller 1932a:278,SN003137,persona con dedos doblados,Mensch mit gekrümmten Fingern
XV001847,gyr,ayapakwara,,,I will fold it up (again),,,Hoeller 1932a:278,SN003139,lo voy a encoger (de nuevo),ich lege es (wieder) zusammen
XV001848,gyr,ayaparaitɨ,,,"I fold it down, turn it down, I knock it down backwards",,,Hoeller 1932a:278,SN003141,"lo doblo, vuelco, golpeo, tumbo","ich klappe oder kippe es um, schlage es rückwärts nieder"
XV001849,gyr,ayapëpï,,,"I grate it, I remove its bark/shell scraping",,,"Hoeller 1932a:36, 279",SN003143 ; SN003150,"lo rasco, saco la corteza o cáscara rascando","ich kratze es ab, ich kratze die Rinde oder Schale ab"
XV001850,gyr,yape koroi,,,with a rough peel,,,Hoeller 1929:120,SN003144,de cáscara áspera,mit rauer Haut
XV001851,gyr,yapepo gwasu omano,,,he died of dropsy,,,Hoeller 1932a:279,SN003151,se murió de hidropesía,er starb an Wassersucht
XV001852,gyr,ayapete okarɨ ita pɨpe,,,I pave the yard with stones,,,Hoeller 1932a:279,SN003152,adoquino el patio con piedras,ich pflastere den Hof mit Steinen
XV001853,gyr,ayapeo che repanaku,,,"I empty my basket, I unpack (?)",,,Hoeller 1932a:279,SN003153,"estoy vaciando mi panacú, estoy desempacando (?)","ich entleere meinen Tragkorb, packe aus (?)"
XV001854,gyr,ayapi ita pɨpe,,,I hit him/her with a stone,,,Hoeller 1932a:279,SN003154,le di con una piedra,ich habe ihn mit einem Stein getroffen
XV001855,gyr,ayapicha ñäkä ve,,,I injured his/her head,,,Hoeller 1932a:279,SN003155,le herí en la cabeza,ich verletze ihn am Kopfe
XV001856,gyr,yapiche vu,,,a good smell of roast rises to the air (while cooking),,,Hoeller 1932a:279,SN003156,está saliendo un olor rico de asado (al cocinar),ein guter Bratenduft steigt auf (beim Kochen)
XV001857,gyr,iro'ɨ oyapindo ɨvɨra,,,the south wind defoliates the trees,,,Hoeller 1932a:279,SN003157,el sur defolió los árboles,ein Südwind entlaubt die Bäume
XV001858,gyr,yapipɨr,,,poisoned,,,"Hoeller 1929:Y, 121",SN003158,envenenado,vergiftet
XV001859,gyr,ayapirai mbɨa igwayɨ va'i / ovava va'e,,,"I met joking, fighting people",,,Hoeller 1932a:280,SN003160,"encontré a gente bromeando, peleando","ich traf auf scherzende, raufende Leute"
XV001860,gyr,ayapituka,,,I smash it,,,"Hoeller 1929:Y, 121 ; Hoeller 1932a:280",SN003162,lo deshago,ich zerschlage es
XV001861,gyr,ayapïramo,,,"I baptize him/her, I baptized him/her",,,"Hoeller 1932a:23, 280",SN003164,"yo le bautizo, yo le bautizé","ich taufe ihn/sie, ich habe ihn/sie getauft"
XV001862,gyr,ayapɨkui,,,I row him/her,,,Hoeller 1932a:280,SN003165,yo (le) remo,ich rudere ihn
XV001863,gyr,ayapɨrasa gwasura nde nüpäsa,,,I will castigate you even more,,,Hoeller 1932a:280,SN003169,te voy a castigar más todavía,ich werde dich noch viel mehr züchtigen
XV001864,gyr,ɨvɨra apɨrasɨ,,,a piece of wood,,,Hoeller 1932a:280,SN003170,un pedazo de madera,ein Stück Holz
XV001865,gyr,ayapɨrasɨa,,,I cut the end off,,,Hoeller 1932a:24,SN003171,corto la punta,ich schneide die Spitze ab
XV001866,gyr,ayapɨrüpä,,,"I hit him/her dead, I cut the trunk off at its very bottom",,,Hoeller 1932a:281,SN003172,"le mato con golpes, lo corto cerca de la tierra (el tronco)","ich schlage ihn mausetot, ich schlage den Baum am Stumpf ab"
XV001867,gyr,tayapɨtayɨ rane,,,the trunk of the tree should harden a bit more first,,,Hoeller 1932a:281,SN003173,"que se endurezca un poco más primero, el tronco del árbol","er soll erst etwas härter werden, der Baumstrunk"
XV001868,gyr,tayapɨtayɨ,,,it should get a bit more rigid or harder (the starched shirt),,,Hoeller 1932a:301,SN003173,"tiene que endurecer un poco, hacerse más tieso (la camisa almidonada)","es soll etwas fester, steifer werden (das gestärkte Hemd)"
XV001869,gyr,"ayapɨtepe'apo, ayapɨtepï",,,"I cut him/her bald, I cut the monk a tonsure",,,Hoeller 1932a:281,SN003174,"le corto a rape, le corto una tonsura al fraile","ich schneide ihn kahl, a la fiesco, schneide ihm die Corona aus, dem Mönch"
XV001870,gyr,ayapo,,,I make it,,,Hoeller 1932a:282,SN003175,lo hago,ich mache es
XV001871,gyr,inimbo yapoapɨpɨr (2019: yapoapɨprɨ),,,rolled up thread,,,Hoeller 1932a:282,SN003176,"hilo ovillado, ovillo","aufgewickelter Faden, ein Fadenknäuel"
XV001872,gyr,ayapokatu ete,,,I store it well,,,Hoeller 1932a:27,SN003177,lo guardo bien,ich bewahre es gut auf
XV001873,gyr,kavɨ̈i yaporemo,,,pure chicha,,,Hoeller 1932a:282,SN003179,chicha no mezclada,unvermischte Chicha
XV001874,gyr,yaporomondɨ (2019: yaporomotɨ),,,place of that grass species,,,Hoeller 1932a:282,SN003180,lugar de ésa gramínea,Platz dieser Grasart
XV001875,gyr,ayaprɨmombar,,,finish something,,,Hoeller 1932a:24,SN003181,terminar algo,etwas beenden
XV001876,gyr,yapu'a va'e,,,"a round thing, ball, roundish, short, egg-shaped",,,Hoeller 1932a:282,SN003184,"una cosa redonda, ovalada, albóndiga, ovillo","Knödel, Kugel, rundlich, kurz, eiförmige Sache, Nocken, Zwirnknäuel"
XV001877,gyr,tou iyar sepia (ägwä),,,its possessor should come in order to look at it,,,Hoeller 1932a:282,SN003185,que venga su dueño para verlo,"es soll sein Besitzer kommen, es anzusehen"
XV001878,gyr,ayara che yeupe,,,I take food away for myself,,,Hoeller 1932a:283,SN003186,saco la comida para mí,ich nehme mir Essen heraus
XV001879,gyr,ayara ɨ,,,I am getting out the water,,,Hoeller 1932a:29,SN003186,estoy sacando el agua,ich schöpfe Wasser heraus
XV001880,gyr,ko mbɨa yarakwa mba'ekwapa ägwä,,,"this person easily understands, is intelligent, capable",,,Hoeller 1932a:283,SN003192,"esta persona comprende fácil, es inteligente, hábil","dieser Bursche fasst leicht, ist intelligent, fähig"
XV001881,gyr,che yarɨ,,,my grandmother,,,Hoeller 1932a:283,SN003195,mi abuela,meine Großmutter
XV001882,gyr,ereyaro eiko nde ganado,,,you diminish the number of your cattle,,,Hoeller 1932a:33,SN003196,disminuyes el número de tu ganado,du räumst aber auf mit deinem Viehstande
XV001883,gyr,ayaseko yepicho (2019: oyepicho),,,I am crooked like a picture on the wall,,,Hoeller 1932a:286,SN003199,estoy colgado/-a chueco como un cuadro,ich hänge schief herunter wie ein Bild
XV001884,gyr,oyaseo apɨrëɨ ai va'e,,,"whiny, someone who cries a lot",,,Hoeller 1932a:286,SN003200,"llorón/-a, alguien que llora mucho","weinerlich, der viel weint"
XV001885,gyr,yasɨ rova gwasu,,,full moon,,,Hoeller 1932a:286,SN003201,luna llena,Vollmond
XV001886,gyr,yasɨa agwer,,,cut,,,Hoeller 1932a:286,SN003204,corte,"Schnitt, Anschnitt"
XV001887,gyr,yasɨtata gwasu,,,"morning star, evening star",,,Hoeller 1932a:286,SN003205,"estrella del alba, estrella vespertina","Morgenstern, Abendstern"
XV001888,gyr,ayasoi,,,I cover it,,,Hoeller 1932a:286,SN003207,lo cubro,ich bedecke es
XV001889,gyr,ayasose,,,I surpass it,,,Hoeller 1932a:286,SN003208,lo supero,ich übertreffe es
XV001890,gyr,ayasoyavo,,,I cover it,,,Hoeller 1932a:286,SN003209,lo cubro,ich decke es ab
XV001891,gyr,"ɨvɨ yasuru va'e, ɨvɨ asuru",,,swamp,,,Hoeller 1932a:287,SN003211,pantano,Sumpf
XV001892,gyr,yatatɨ,,,"place, where this cane species grows",,,Hoeller 1932a:284,SN003212,lugar donde crece ésa caña,"Platz, wo dieses Rohr wächst"
XV001893,gyr,ayatapɨ,,,I set fire,,,Hoeller 1932a:284,SN003214,prendo fuego,ich schüre das Feuer an
XV001894,gyr,yata'ɨ'a,,,fruit of the sumuqué palm,,,Hoeller 1932a:284,SN003216,fruta de sumuqué,Frucht der Sumoqué-Palme
XV001895,gyr,yatevu mini,,,small tick,,,Hoeller 1932a:284,SN003218,garrapata pequeña,kleine Zecke
XV001896,gyr,ayatɨ tata,,,I cover the fire with ashes,,,Hoeller 1932a:284,SN003219,cubro el fuego con ceniza,ich bedecke das Feuer mit Asche
XV001897,gyr,pe yatɨ yourekoi (2019: yuvɨrekoi),,,over there are many,,,Hoeller 1932a:284,SN003220,ahí hay muchos,dort gibt es viele
XV001898,gyr,ayatɨka kurusu rese,,,I nail him/her to the cross,,,Hoeller 1932a:284,SN003221,le clavo en la cruz,ich nagle ihn ans Kreuz
XV001899,gyr,yatopë va'e,,,with broken neck,,,Hoeller 1932a:284,SN003224,desnucado,mit gebrochenem Genick
XV001900,gyr,ndayavai / yavai e'ɨ̈ va'e,,,easy,,,Hoeller 1932a:272,SN003225,fácil,leicht
XV001901,gyr,yavaite cheu o'u agwä,,,I am terrified by this food (the food is horrible for me),,,Hoeller 1932a:4,SN003226,le tengo terror a esta comida (la comida es horrible para mí),ich habe Grausen vor diesem Essen (das Essen ist schrecklich für mivh) für mich
XV001902,gyr,yavarer rembiapokwerai!,,,"insult: spawn of yavarer! i.e. they are of no use, the whites",,,"Hoeller 1929:Y, 117 ; Hoeller 1932a:272",SN003227,insulto: hijo de yavarer! es decir no sirven para nada los blancos,"Schimpfwort: Ausgeburt des Yavarer! d.h. sie taugen nichts, die Weißen"
XV001903,gyr,ayavɨkɨ,,,"I touch it, I grab it, I manipulate it",,,Hoeller 1932a: 5,SN003234,"le toco, le tento, lo agarro (yo lo manipulo)","ich berühre, betaste ihn, packe es an"
XV001904,gyr,yavɨye pä mimoi?,,,Is the food ready?,,,Hoeller 1932a:275,SN003235,¿Está lista la comida?,Ist das Essen fertig?
XV001905,gyr,yavochi pirer,,,shell of the tortoise; both words are also used as nicknames for natural(?) children that have an unknown father,,,Hoeller 1932a:273,SN003236,el caparazón de la tortuga; las dos palabras también son apodos para niños naturales(?) que no tienen padre conocido,"Schildkrötenpanzer, beide Worte dienen auch als Scherzname für natürliche Kinder, die keinen bekannten Vater haben"
XV001906,gyr,ayavo'o,,,I tear his/her hair,,,Hoeller 1932a:5,SN003237,yo le tiro el cabello,ich ziehe ihm/ihr an den Haaren
XV001907,gyr,amboyaya,,,"I soak something, like dried meat",,,Hoeller 1932a:285,SN003238,"remojo algo, como el charque","ich weiche etwas auf, wie Trockenfleisch"
XV001908,gyr,yaye ramo pira,,,there are already many fish in the trap,,,Hoeller 1932a:285,SN003239,ya hay muchos peces en la trampa,es sind schon viele Fische in der Falle
XV001909,gyr,inimbo yayɨ va'e,,,strong thread,,,Hoeller 1932a:285,SN003240,hilo fuerte,starker Faden
XV001910,gyr,iya'okwer,,,separated part of something,,,Hoeller 1932a:277,SN003246,parte separada de algo,"Getrenntes, Abgetrenntes, Teil einer Sache"
XV001911,gyr,yasepia,,,we have seen it,,,Hoeller 1932a:271,SN003247,lo vimos/veamos,wir haben es gesehen
XV001912,gyr,ñaï,,,we sit,,,Hoeller 1932a:148,SN003247,estamos sentados,wir sitzen
XV001913,gyr,oso ye,,,they say that he/she left,,,Hoeller 1932a:287,SN003248,dicen que se fue,"man sagt, er ist fort"
XV001914,gyr,ayeaɨvɨ,,,I crouch,,,Hoeller 1932a:12,SN003250,me agacho,ich bücke mich
XV001915,gyr,gwaka membɨr oyeaɨ'u,,,the calf already has an (unborn) brother,,,Hoeller 1932a:287,SN003251,el ternero ya tiene un hermano (sin nacer),das Kälblein hat schon einen (ungeborenen) Bruder
XV001916,gyr,oyeakuchirapa,,,he/she is making a somersault,,,Hoeller 1932a:60,SN003253,"él/ella se vuelca, da una voltereta, revolotea o se rueda","er überschlägt sich, macht einen Purzelbaum, flattert od. purzelt herum"
XV001917,gyr,mba'erä pä ereyeango ai ko mba'e sui?,,,Why don't you dare it? Why are you a coward?,,,Hoeller 1932a:17,SN003254,Porqué no te atreves? Porqué eres tan cobarde?,Warum traust du dich nicht? Warum bist du so feige?
XV001918,gyr,iyeao agwer,,,his/her blanket,,,Hoeller 1932a:287,SN003255,"su tapa, colcha",seine Decke
XV001919,gyr,oyeapa'apa tupɨrɨ,,,"it is flexible, elastic",,,Hoeller 1932a:287,SN003257,"es flexible, elástico","es ist biegsam, elastisch"
XV001920,gyr,ayeapakwa,,,I coil myself up,,,Hoeller 1932a:278,SN003258,me encojo,"ich kauere mich zusammen, schrumpfe zusammen"
XV001921,gyr,amar omboyeapindo sambɨpe,,,"the rain has washed the wall, cleaned it, uncovered it",,,Hoeller 1932a:287,SN003259,"la lluvia lavó el muro, limpió el muro, lo descubrió","der Regen hat die Mauer blankgewaschen, bloßgelegt"
XV001922,gyr,oyeapumona gwasu inimbo,,,the thread has ensnarled very much,,,Hoeller 1932a:288,SN003260,el hilo se enredó mucho,der Faden hat sich stark verwickelt
XV001923,gyr,ndoyeapɨsakai,,,"he/she is immune to it, doesn't pay attention",,,Hoeller 1932a:281,SN003261,"está insensible, no pone atención","er ist unempfindlich, gibt nicht acht"
XV001924,gyr,oyeapɨ'apa,,,the pointed end is bent,,,Hoeller 1932a:287,SN003262,la punta está doblada,die Spitze ist geknickt
XV001925,gyr,ayeapɨ̈gwɨi,,,I duck under water,,,Hoeller 1932a:187,SN003263,me sumerjo,ich tauche unter
XV001926,gyr,ayearo,,,I am on decline,,,Hoeller 1932a:283,SN003264,me estoy terminando,"ich gehe dem Ende zu, gehe zur Neige"
XV001927,gyr,iyeasapa mbɨter ve sekoi,,,where another way crosses is the middle of the way,,,Hoeller 1932a:288,SN003265,donde se cruzan las vías es la mitad del camino,"wo der Weg kreuzt, ist die Hälfte des Weges"
XV001928,gyr,ayeasei pe nüpä ndapeye'ekokuñaröpotai,,,"I have beat you up to the point of exhaustion, but you don't want to change",,,Hoeller 1932a:288,SN003266,me cansé pegandoles pero ustedes no quieren cambiar,"ich habe mich müde geschlagen an euch, aber ihr wollt euch nicht ändern"
XV001929,gyr,ayea'uva perɨ sui,,,I am taking a shortcut or way around,,,Hoeller 1932a:288,SN003267,yo cambio de dirección o me desvío del camino,"ich kehre um, nehme einen Umweg, anderen Weg"
XV001930,gyr,amboyegwaka,,,I crown him/her,,,Hoeller 1932a:290,SN003272,le estoy coronando,ich kröne ihn
XV001931,gyr,che yegwaru,,,I feel distrust,,,"Hoeller 1929:Y, 125",SN003273,yo tengo recelo,ich bin misstrauisch
XV001932,gyr,ayeka,,,"I burst, I break",,,Hoeller 1932a:288,SN003275,"me estoy quebrando, rompiendo","ich gehe auseinander, zerspringe"
XV001933,gyr,mësa yekiendapasa,,,corner of the table,,,Hoeller 1932a:295,SN003277,esquina de la mesa,Tischecke
XV001934,gyr,inimbo oyekɨiyekɨi,,,the thread unwinds,,,Hoeller 1932a:295,SN003279,el hilo se desenrolla,der Faden wickelt sich ab
XV001935,gyr,ayekɨ̈chï,,,"I cut myself, I injure myself with a knife, etc.",,,Hoeller 1932a:295,SN003280,"me corto, me hiero con un cuchillo, etc.","ich schneide mich, verletze mich mit einem Messer etc."
XV001936,gyr,ayeko sese,,,"I lean against something, I lean on something",,,Hoeller 1932a:288,SN003282,"me arrimo en algo, me apoyo en algo, arrimado","ich lehne mich an etwas, stütze mich daran, bin daran gelehnt"
XV001937,gyr,oyekomombeu oyeupi,,,he/she talks about his/her life to him/her,,,"Hoeller 1929:Y, 124",SN003284,contó su vida a él/ella,er erzählt ihm von seinem Leben
XV001938,gyr,ayekosu orɨ,,,I reach felicity,,,Hoeller 1932a:289,SN003285,"consigo la felicidad, beatitud",ich erlange die Seligkeit
XV001939,gyr,ayekumbere,,,I am unsatisfied,,,Hoeller 1932a:63,SN003286,yo estoy insatisfecho/-a,ich bin unzufrieden
XV001940,gyr,"ayekwa usei upe, yumbɨasei upe, tasɨ va'e upe che kove",,,"I really suffered thirst, hunger, pain on my field, because I didn't take food with me",,,Hoeller 1932a:55,SN003289,"realmente sufrí de sed, hambre, dolores en mi chaco porque no llevé comida","ich habe wirklich Durst, Hunger, Schmerzen auf meinem Acker gelitten, weil ich nichts zum Essen mitgenommen hatte"
XV001941,gyr,ndoyekwai,,,it is not visible,,,Hoeller 1932a:289,SN003290,"no se ve, no está visible",es ist nicht zu sehen
XV001942,gyr,Yekwa agwer,,,Epiphany,,,Hoeller 1932a:289,SN003290,Epifanía,Epiphanie
XV001943,gyr,ayekowaku mba'e ro'o sui,,,I abstain from ??flesh/meat??,,,Hoeller 1932a:288,SN003291,me abstengo de la carne,ich enthalte mich des Fleisches
XV001944,gyr,ndoyemogwavei,,,all went away and not even one stayed,,,"Hoeller 1929:Y, 126",SN003293,se fueron todos y no se quedó ni uno,alle sind gegangen und nicht einer ist geblieben
XV001945,gyr,che pɨ'ayemoñeta,,,"I think, I reflect something",,,Hoeller 1932a:140,SN003296,"yo pienso, reflexiono","ich denke, überlege bei mir"
XV001946,gyr,ayemo'ä arɨ sui,,,I cover myself or protect myself against the sun,,,Hoeller 1932a:291,SN003301,me cubro o protejo del sol,ich bedecke oder schütze mich vor der Sonne
XV001947,gyr,ayemö'ä che rapichar rese,,,"I suspect that it was my neighbour, I think it was my neighbour",,,Hoeller 1932a:291,SN003302,"supongo que fue mi vecino, creo que fue mi vecino","ich habe meinen Nachbarn im Verdacht, rate auf meinen Nächsten"
XV001948,gyr,aroyemboesarai,,,"I take him/her with me to relax, like a dog on a hunt",,,Hoeller 1932a:291,SN003308,"le llevo para recuperar/descansar/de vacaciones, como un perro a la cacería","ich nehme ihn mit zur Erholung, wie einen Hund mit zur Jagd"
XV001949,gyr,yemboeteisa,,,glory,,,Hoeller 1932a:291,SN003309,gloria,"Glorie, Herrlichkeit"
XV001950,gyr,yemboɨräkwasa,,,popularity,,,Hoeller 1932a:291,SN003311,popularidad,Beliebtheit
XV001951,gyr,oñemborɨrɨ trago rese,,,they cluster around the drink a lot,,,Hoeller 1932a:155,SN003313,se apiñan mucho por la bebida,sie drängen sich sehr um den Trunk
XV001952,gyr,ayembovɨ indo,,,"I already rose a bit, you see!",,,"Hoeller 1929:Y, 126",SN003314,"ya me levanté un poco, ves!","Ich bin schon ein Stück aufgestanden, siehst du!"
XV001953,gyr,oyemboya,,,he/she is stuck to her/him,,,Hoeller 1932a:271,SN003315,está pegado a él/ella,"er hängt an ihr, er klebt daran"
XV001954,gyr,oñemboya Tupä remisetar rupi,,,he contents himself with the will of God,,,"Hoeller 1929:Y, 117",SN003315,él/ella se conforme con la voluntad de Dios,sich mit dem Willen Gottes begnügen
XV001955,gyr,oyembo'ambo'a sese,,,he/she is inopportune with him/her,,,"Hoeller 1929:Y, 117",SN003317,él/ella está inoportuno con él/ella,er ist unpassend zu ihm
XV001956,gyr,ayembo'ekwa ave,,,"I get used to being here, I acclimatize",,,Hoeller 1932a:291,SN003318,"me acostumbro aquí, me aclimatizo","ich gewöhne mich hier an, akklimatisiere mich"
XV001957,gyr,oroyenondenonde oroporavɨkɨ,,,"we have surpassed at work, the other party again started before the one",,,Hoeller 1932a:291,SN003322,"nos adelantamos en el trabajo, un partido otra vez empezó antes del otro","wir haben uns bei der Arbeit vorgegriffen, die andere Partie fing wieder vor der einen an"
XV001958,gyr,oyeo perɨ,,,the way closes,,,Hoeller 1932a:292,SN003324,el camino se cierra,es schließt sich der Weg
XV001959,gyr,che yepe añe'e peü viña,,,although it was ME who spoke to you,,,Hoeller 1932a:292,SN003331,aunque YO les hablé a ustedes,obwohl ICH zu euch gesprochen habe
XV001960,gyr,a'epe (2019: a'eve) nde so e'ɨ̈ yepe,,,(even) if you hadn't gone there,,,Hoeller 1932a:292,SN003332,si no hubieras ido allá,wenn du auch nicht dorthin gegangen wärest
XV001961,gyr,ayepeka chupe,,,I separated the legs to...,,,"Hoeller 1929:T, 101",SN003333,yo separé las piernas para...,"ich habe die Beine abgesondert, um..."
XV001962,gyr,ayepepɨ ichui,,,"I draw back from him/her, make room for him/her",,,Hoeller 1932a:292,SN003334,"me echo atrás ante él/ella, le estoy dando lugar","ich weiche zurück vor ihm, mache ihm Platz"
XV001963,gyr,oyepe'a ɨva,,,it is sunny,,,Hoeller 1932a:292,SN003335,el cielo está despejado,der Himmel ist heiter
XV001964,gyr,ayepeava,,,"I chop firewood, I chop a tree or twigs",,,Hoeller 1932a:292,SN003336,"estoy partiendo leña, partiendo un árbol o ramas","ich kliebe Scheiter, zerkliebe einen Baum oder äste zu Kleinholz"
