ID,Language_ID,Headword,Part_Of_Speech,Borrowed_Word,Comment,Dialect_Genderlect_Info,Entry_IDs,Language_of_Origin,Media_IDs,Paradigm,Source_Citation_Form,Variant_Form
LX001782,gyr,vɨrakupechï,n,,,,,gyr,,,guìracupechï (Hoeller 1932a:83),
LX001783,gyr,vɨrapar,n,,this bow is used for hunting birds,,,gyr,067940327d0ba126a7315d376b48413f,,"guìrapar ipirapìr (Hoeller 1932a:83); urápar, guirápar (Hoeller 1929:115)",
LX001784,gyr,vɨrapaye,n,,a green bird of the woods (mythology),,paye,gyr,,,guìrapaye (Hoeller 1932a:83),
LX001785,gyr,vɨrapia,n,,,,LX001783,gyr,25f7e2e2b60bb301e40569e41871af2c,,guìrapia (Hoeller 1932a:83),
LX001786,gyr,vɨrapia,n,,,,,gyr,,,-; gurápia (Hoeller 1929:114),gurapia
LX001787,gyr,vɨrapɨpe,n,,lit. a bird with split toes,,,gyr,,,guìrapìpe (Hoeller 1932a:83),
LX001788,gyr,vɨratuvɨr,n,,,,LX001724,gyr,254eff1b8e7acf65ae9883a78856fd9d,,guìratuguìr (Hoeller 1932a:83),
LX001789,gyr,vɨrayaseo,n,,lit. crying bird,,,gyr,,,guìrayazeo (Hoeller 1932a:83),
LX001790,gyr,vɨra'ɨr,n,,,,,gyr,9267eafefc722953fe807a1cc9e84593,,guìraìr (Hoeller 1932a:83),
LX001791,gyr,vɨrächï,n,,,,LX000241,gyr,e011bcc87f84cb3801552068c6097083,,guìrächï (Hoeller 1932a:83),
LX001792,gyr,vɨräi,n,,,,,gyr,8f5586ae6569c764170ae34278029e56,,-; ura - uraî (Hoeller 1929:115),"uraï, gwɨraï"
LX001793,gyr,vɨräkwa,v,,this verb is also used as a property,,LX001027,gyr,bff93a3c6d57525cdb2004ce2cc72365,"avɨräkwä, erevɨräkwä, ovɨräkwä",bìrãcuã (Hoeller 1932a:41); guìrãcuã (Hoeller 1932a:84); guǐracua - amoguǐracua (Hoeller 1932a:43),
LX001794,gyr,vɨte,part,,,,,gyr,88f40c36147bd369306dbbf96665a520,V vɨte; NEG-V-vɨte-i,bìte (Hoeller 1932a:41); bǐte (Hoeller 1929:17),
LX001795,gyr,vɨ'a,v,,,,,gyr,a40030ed30afde1a492aea84a0c9363a,"avɨ'a, erevɨ'a, ovɨ'a","bìa, bìaza (Hoeller 1932a:40); bǐa, bǐaza, -che pia, bǐar eý (Hoeller 1929:18)",
LX001796,gyr,vɨ̈i,v,,,,,gyr,,"avɨ̈i/amɨ̈i, amovɨ̈i/amomɨ̈i",-; mýi - amomýi (Hoeller 1929:54),mɨ̈i
vo,gyr,vo,v,,,,mbovo,gyr,ee638940a14edaba0869412c2992503e,"avo, erevo, ovo","bo, abo (Hoeller 1932a:41), vo (Hoeller 1932a:270); bo - obo (Hoeller 1929:17)",
voi,gyr,voi,part,,,,,gyr,dfe6e1c54eeb4a156d3de760e70373a4,"a'u voi, omano voi",boi (Hoeller 1932a:41); voi (Hoeller 1932a:270),
LX001797,gyr,voɨtatai,v,,2019: yɨtagwer,,LX001994,gyr,,avoɨtatai,-; yǐtatai - aboǐtatai (Hoeller 1929:131),
LX001798,gyr,vosɨi,v,,,,,gyr,b747e9ec8222c6e29196f40b6b36f176,"avosɨi, erevosɨi, ovosɨi","bozìi (Hoeller 1932a:42) ; bozǐi, bozǐita - abozǐi; mbozǐita - ipazaca zu (Hoeller 1929:52)",
LX001799,gyr,vosɨita,n,,,,LX001798,gyr,,"avosɨi, erevosɨi, ovosɨi","bozìita; bozìi(Hoeller 1932a:42); bozǐi, bozǐita - abozǐi; mbozǐita - ipazaca zu (Hoeller 1929:52)",
voya,gyr,voya,n,,,,,gyr,1f6ede39198756ea49a285874ca07232,,boya (Hoeller 1932a:42); boya (Hoeller 1929:17),
LX001800,gyr,vo'e,part,,obsolete (2019),,LX001763,gyr,,,boe (Hoeller 1932a:41),
LX001801,gyr,vöröi,v,,,,,gyr,3f0f116438cc2e4dca1bcfffbf575194,,"bõroĩ, amobõroĩ ìbì (Hoeller 1932a:41)",möröi
vu_1,gyr,vu,v,,,,,gyr,ee3329376f72a10b20c788397448c735,"avu, erevu, ovu","bu, obu (Hoeller 1932a:42)",
vu_2,gyr,vu,n,,,,tu_1,,37b76652bef0db61cb40bc1d67d87b82,"tu, ru",-; gu - gu ozaizu (Hoeller 1929:32),
vusu,gyr,vusu,adv,,,,ai_2,gyr,4fa46463f5058f9b420f532bd7254ae7,,uzu (Hoeller 1932a:42),usu
ya_1,gyr,ya,v,,,,,gyr,,"aya, ereya, oya","ya (Hoeller 1932a:271); ya zeze - ipeya - amboya - onemboya Tumpâ remisetar, rupi - oyembea mboazeze [?] (Hoeller 1929:117)",
ya_2,gyr,ya,v,,"used for chicken eggs, when the poults hatch",,,gyr,,oya,ya (Hoeller 1932a:271); ya - oya - oyaya (Hoeller 1929:117),
ya_3,gyr,ya,n,,"for clothes, shoes",,,gyr,ae59629122225fb36fc54f4c9134bc4a,"che ya, nde ya, iya","ya (Hoeller 1932a:272); ya - nâiyai - iya - iya catu (Hoeller 1929:117); poya (Hoeller 1932a:205); ayepomboya - che poya (Hoeller 1929:86); moya, ?, ayepo moya (Hoeller 1929:59)",
ya_4,gyr,ya,n,,2019: only yoya is known today,,mboyoya ; ya_4,gyr,ae59629122225fb36fc54f4c9134bc4a,"che ya, nde ya, iya",ya (Hoeller 1932a:271); ya - che ya - guepiá ya - co ya (Hoeller 1929:117),
LX001802,gyr,ya Tüpa,v,,,,ya_4 ; ya_2,gyr,91c952c20b30285fa1074fd24dc3bd5e,aya Tüpa,-; ya - aya catu - aya Tumpâ (Hoeller 1929:117),
yachimo,gyr,yachimo,v,,,,mboyachimo,gyr,2b39ab9c6b9778269a62968e01b73608,"ayachimo, ereyachimo, oyachimo",yachimo (Hoeller 1932a:274); ?o - ayachimo - amboya chimo (Hoeller 1929:118),ñachimo
LX001803,gyr,yachi'i,n,,,,LX000001,gyr,1166602e5e2f531c7e863fd22724390c,"che achi'i, yachi'i",yachii (Hoeller 1932a:274); -; y??íi (Hoeller 1929:118),
yae,gyr,yae,n,,not confirmed,,,gyr,,,yae (Hoeller 1932a:274),ñae
yagwa,gyr,yagwa,v,,,,yokwa,gyr,,ayagwa/ayakwa?,"-; yagua, ayagua (Hoeller 1929:123)",yakwa?
yagwapinda,gyr,yagwapinda,n,,,,pinda,gyr,ccdef61d2b2180d8620d95230a749e4b,,yaguapinda (Hoeller 1932a:274); yaguapinda (Hoeller 1929:119),
yagwar,gyr,yagwar,n,,metaphorically,,,gyr,d56ffb1c5c45b68e7b5d8adf315c33b2,,yaguár (Hoeller 1932a:274); yaguar - yaguar runi - yaguar pýtâ (Hoeller 1929:119),
yagwar_mini,gyr,yagwar mini,n,,,,yagwar,gyr,02a0c26caf73bda4a43ccbd9e02d87d4,,yaguár (Hoeller 1932a:274); yaguar - yaguar runi - yaguar pýtâ (Hoeller 1929:119),
LX001804,gyr,yagwar pɨ̈ta,n,,,,yagwar ; LX001151,gyr,706307305f1240cf476430abc46b0b2d,,yaguár (Hoeller 1932a:274); yaguar - yaguar runi - yaguar pýtâ (Hoeller 1929:119),
yagwaronita,gyr,yagwaronita,n,,,,,gyr,b5105a2b91e7dd3be6c5ef092eda5c7b,,-; yaguaronita (Hoeller 1929:119),yagwarunita
LX001805,gyr,yagwartasɨ,n,,,,yagwar,gyr,83f18a467843a7cbf0199618ab4acab2,,yaguár (Hoeller 1932a:274); yaguartazǐ - yaguartazǐ ǐ (Hoeller 1929:119),yagwatasɨ
LX001806,gyr,yagwartasɨ'ɨ,n,,,,yagwar ; LX001805,gyr,7c85796dd774e39acf3cb8adfb77d60d,,yaguár (Hoeller 1932a:274); yaguartazǐ - yaguartazǐ ǐ (Hoeller 1929:119),yagwatasɨ'ɨ
LX001807,gyr,yagwarukai rata'ɨ,n,,not confirmed,,yagwar,gyr,,,yaguár (Hoeller 1932a:274); yaguarucar rataǐ (Hoeller 1929:119),yagwarukar rata'ɨ
LX001808,gyr,yagwasa va'e,n,,,,yagwasar,gyr,,,yaguazar od. yaguazabae (Hoeller 1932a:275),
yagwasar,gyr,yagwasar,n,,,,LX001808,gyr,9a85568a0d60f88b6c10faf4323aa392,"che agwasa, nde agwasa, yagwasa",yaguazar od. yaguazabae (Hoeller 1932a:275); yaguazar - añemoaguaza (Hoeller 1929:119),yagwasa
yagwatachi,gyr,yagwatachi,n,,,,,gyr,0b21e41ec19963f01b7e609c14c1e3d5,,yaguár (Hoeller 1932a:274); yaguatachi (Hoeller 1929:119),
yagwer,gyr,yagwer,n,,,,,gyr,948e0c0245fce37bb8446354563251f8,"aipo yagwer, *che yagwer","yaguer (Hoeller 1932a:272, 275)",
LX001809,gyr,yagwe'a,n,,,,LX000010,gyr,ba1ff6e0a43cac3faa0951ed76f06f81,"che agwe'a, nde agwe'a, yagwe'a",yaguea (Hoeller 1932a:275),
yai_1,gyr,yai,v,,"2019: this root is not used as a verb, it is found only in combination as iyaipɨr (n)",,,gyr,8bcb83178dc168de806d45aa58096458,"ayoyai, ereyoyai, oyoyai, che yoyai, iyaipɨr","yai (Hoeller 1932a:275); yai (Hoeller 1929:119); yai, iyaipǐr, ayoyai (Hoeller 1929:119)",
yai_2,gyr,yai,n,,,,ya_2,gyr,,,yai (Hoeller 1932a:275),
yai_3,gyr,yai,n,,,,sai_2,gyr,,,yai (Hoeller 1932a:275); yai nãb?ǐai ǐbǐ (Hoeller 1929:119),
yai_4,gyr,yai,n,,,,,gyr,064fcba9e7188d2364ace34d9e9c027a,,yai (Hoeller 1932a:275),
yai_5,gyr,yai,n,,,,ya_3,gyr,,,yai (Hoeller 1932a:275),
yaiche,gyr,yaiche,n,,,,,gyr,d300105f2ba4d0903c3582f1b20ca042,"che yaiche, nde yaiche, iyaiche",yaiche (Hoeller 1932a:276); yaiche (Hoeller 1929:119),
yaisa_1,gyr,yaisa,v,,,,yaisa_2,gyr,,,yaiza (Hoeller 1932a:276); yaiza (Hoeller 1929:119),
yaisa_2,gyr,yaisa,n,,not confirmed,,yaisa_1,gyr,,,yaiza (Hoeller 1932a:276); yaiza (Hoeller 1929:119),
LX001810,gyr,yaitɨ,n,,,,LX000819,gyr,31566b5caa3789c52a872b5d3d7a4ce1,,-; yaitǐ - amboyaitǐ (Hoeller 1929:119); yaìtì (Hoeller 1932a:276),
LX001811,gyr,yaɨ,n,,,,,gyr,915eaacd5887b7dbae9cc5145f35321e,,"yaì, yaì ai (Hoeller 1932a:276)",
LX001812,gyr,yaɨsɨ,n,,,,,gyr,89abf38555c267b72bc67336c633f23b,,"yaìzì, yaìzìbae (Hoeller 1932a:276); yaǐzǐ, yaǐzǐbae - yaǐzǐcuer; -; yataubaene - iyuaǐzǐ = ita ǐsǐ (Hoeller 1929:137) (Hoeller 1929:120)",
LX001813,gyr,yaɨsɨkwer,n,,,,LX001812,gyr,99fa6a07dcd29d3e8739f26f11e3058b,,"yaìzì, yaìzìbae (Hoeller 1932a:276); yaǐzǐ, yaǐzǐbae - yaǐzǐcuer (Hoeller 1929:120)",
LX001814,gyr,yaɨsɨ'ɨsɨ,n,,,,,gyr,074c997988cf55d0ce3d80a7e42216f2,,yaìzìzì (Hoeller 1932a:276),
LX001815,gyr,yaɨ'ai,n,,,,LX001811,gyr,,,-; yaǐg - yaǐgai (Hoeller 1929:119),yaɨgai ; yaɨ ai
LX001816,gyr,yaɨ'u,exp,,1PL.incl - drink,,,gyr,,,-; yoǐu (Hoeller 1929:119),
LX001817,gyr,yaɨ'usar,n,,,,,gyr,,che yaɨusar,"yaìuzar, che yaìuzar (Hoeller 1932a:276)",
yakare,gyr,yakare,n,,,,,gyr,bb0493006e6b96bfc3005328c0e9b13b,,yacare (Hoeller 1932a:273); yacare - yacare ruguaina - yacarechi (Hoeller 1929:118),
LX001818,gyr,yakare rugwairä,n,,,,,gyr,c792ed8faa58edd560d90edab00670a4,,yacare (Hoeller 1932a:273); yacare - yacare ruguaina - yacarechi (Hoeller 1929:118),yakare rugwaina
LX001819,gyr,yakarechï,n,,,,,gyr,f20668f3b1deba00e90e44462ef9f16d,,yacare (Hoeller 1932a:273); yacare - yacare ruguaina - yacarechi (Hoeller 1929:118),
yakaso,gyr,yakaso,v,,,,,gyr,,ayakaso,"-; yacazo v. acazo, ayacazo (Hoeller 1929:118)",
yakatu_1,gyr,yakatu,v,,,,ya_1,gyr,83d735a562b6107fa8aab3e5cd326807,"ayakatu, ereyakatu, oyakatu",-; ya - aya catu - aya Tumpâ (Hoeller 1929:117),
yakatu_2,gyr,yakatu,n,,,,ya_3,gyr,9a6bf634be413d17ad4ceea8d00b3745,iyakatu,yacatu (Hoeller 1932a:273) ; iyacatu - iyacatuzape - iyacatu ñepei - ar yacatu - iyacatu turi - ndiyacatui (Hoeller 1929:118); ya - nâiyai - iya - iya catu (Hoeller 1929:117),
yakaya,gyr,yakaya,n,,,,,gyr,8c83b401668159619f3c666835627e9e,,yacaya (Hoeller 1932a:273); yacaya (Hoeller 1929:118),
LX001820,gyr,yakɨ,n,,,,LX000029,gyr,5c2eff0190827675629b82024f5f3d3b,"che akɨ, nde akɨ, yakɨ",yaquì (Hoeller 1932a:282),
yako,gyr,yako,v,,,,,gyr,077dd749bfc0ab2793668deb5a0e5546,"ayako, ereyako, oyako, yayeako",yaco (Hoeller 1932a:273),
yaku,gyr,yaku,n,,,,,gyr,5a004225d914fa1ff62821fbac555a43,,yacu (Hoeller 1932a:273); yacu - yacu guazu - yacu pêchî (Hoeller 1929:118),
yaku_gwasu,gyr,yaku gwasu,n,,,,,gyr,b40f7b2f59ff115848165338242cfd64,,yacu (Hoeller 1932a:273); yacu - yacu guazu - yacu pêchî (Hoeller 1929:118),
LX001821,gyr,yaku kɨ'ɨ̈i,n,,,,LX000528,gyr,b664021abf7a34f5b2c82a36a0b29577,,yacuquiỹĩi (Hoeller 1932a:274),
LX001822,gyr,yaku pëchï,n,,,,,gyr,,,yacu (Hoeller 1932a:273); yacu - yacu guazu - yacu pêchî (Hoeller 1929:118),
yakunda,gyr,yakunda,n,,,,,gyr,3157345a8c21b4c22264810d91e27678,,yacunda (Hoeller 1932a:274); yacunda - yacunda (Hoeller 1929:118),
LX001823,gyr,yaku'i,n,,,,LX000575,gyr,68fbeb80d28061d80ee97ee3e207eacd,y-/iy-,yacúi (Hoeller 1932a:274); yacui - iyacui (Hoeller 1929:118),
yame,gyr,yame,adv,,,,,gyr,653cb95fa5ed0624aae96113b406c2bc,yame rane akaru vɨte; akaru ranerä yame rane; akarura yame rane,"yame rane, yame bite (Hoeller 1932a:277); yame - yame rane bǐto - yambe curi rane (Hoeller 1929:120)",yambe
LX001824,gyr,yamotare'ɨ̈,v,,,,yambota,gyr,6685f875dcbaf7566390b92a725ba98a,"ayamotare'ɨ̈, ereyamotare'ɨ̈, oyamotare'ɨ̈",yamotareỹ (Hoeller 1932a:277),yambotare'ɨ̈
LX001825,gyr,yamotare'ɨ̈mbɨr,n,,,,LX001824,gyr,ca698385eba51ed37ba8dafd0445e456 ; 506cabbfd8d236f3ecf27e6c9ee963c3,che aiko yambotare'ɨ̈mbɨr,"yamotareỹ, yamotareỹmbyìr (Hoeller 1932a:277)",yambotare'ɨ̈mbɨr
LX001826,gyr,yamotare'ɨ̈sar,n,,,,LX001824,gyr,ca698385eba51ed37ba8dafd0445e456 ; a19c32a22e886a99b131b4b42234b3bb,a'e yambotare'ɨ̈sar,"yamotareỹ, yamotareỹzar (Hoeller 1932a:277)",yambotare'ɨ̈sar
yamba,gyr,yamba,v,,,,,gyr,,"ayamba, oyamba che rese","-; yamba, ayambazeze [?] ayere (Hoeller 1929:123)",
yambota,gyr,yambota,v,,,,ambota_1,gyr,8c98b66f1e2bd66368c10ce5ce995c29,"ayambota, ereyambota, oyambota, a'e che ambota, a'e ndache'ambotai","yambota (Hoeller 1932a:276); yambota, ayambota - yambota pǐreý (Hoeller 1929:120)",
LX001827,gyr,yambotapɨre'ɨ̈,n,,,,LX001824,gyr,30592fefdd97e92ef030e7fd7feba225,yambotapɨre'ɨ̈,"yambota, ayambota - yambota pǐreý (Hoeller 1929:120)",
yana,gyr,yana,n,,,,,gyr,1f62718666dbb98e6520e1794f95da28,,yana (Hoeller 1932a:277),
yanambor,gyr,yanambor,n,,,,,gyr,,,"yana; yanambor, yanaìguar (Hoeller 1932a:277)",yanaɨgwar
LX001828,gyr,yandɨ,n,,,,,gyr,1a3ac1896e24d3f8de47261ed09ecaf8,,ñandì (Hoeller 1932a:150); ñandǐ - ñandǐ robazapǐr (Hoeller 1929:63); yandì (Hoeller 1932a:277),ñandɨ
LX001829,gyr,yandɨpa,n,,,,,gyr,e4729b4d7acfb41cba5b8049d259f176,,yandìpa (Hoeller 1932a:277),
yandu_1,gyr,yandu,v,,some further explanations in Spanish are in the audio (semantic connection in Guarayu between know and feel),,,gyr,d7f0b150346467d61d3a539cd39bbf94 ; c97a433a9e99874497eafd2824b4e1dd,"ayandu, ereyandu, oyandu, che andu",yandu (Hoeller 1932a:277); oyandu (Hoeller 1929:120),
yandu_2,gyr,yandu,n,,,,,gyr,3447954dd423069ef127dac8fcb7a51c,,ñandu (Hoeller 1932a:150); ñandu (Hoeller 1929:63),
yandu_3,gyr,yandu,n,,,,,gyr,3447954dd423069ef127dac8fcb7a51c,,ñandu (Hoeller 1932a:150); ñandu (Hoeller 1929:63),ñandu
yandu_4,gyr,yandu,n,,could be either spider or ñandu that a star formation looks like,,,gyr,,,-; yandu (Hoeller 1929:120),
yandu_5,gyr,yandu,part,,,,,gyr,9def4b7aceaae9b3829a27c449d573b4,"ekwa yandu, eyapo yandu, aipo ere yandu",yandu (Hoeller 1932a:277),
yandusa,gyr,yandusa,n,,,,,gyr,d7f0b150346467d61d3a539cd39bbf94 ; 01a4e6c6847e7f26945fc95536586f6f,,"yandu, yanduza (Hoeller 1932a:277)",
yao,gyr,yao,v,,,,LX001883,gyr,3a636a22339133c6200edf0920aa82d3,"ayao, ereyao, oyao",yao (Hoeller 1932a:277),
yapa,gyr,yapa,v,,,,,gyr,17625b7fe0f639d43c7448613066beb6,"ayapa, ereyapa, oyapa, oyeapa","yapa (Hoeller 1932a:278); yapa, ayapa - yapapǐr (Hoeller 1929:120)",
yapakani,gyr,yapakani,n,,,,,gyr,,,yapacani (Hoeller 1932a:278); yapacani (Hoeller 1929:120),
yapakwa,gyr,yapakwa,v,,,,yeapakwa ; apakwa,gyr,5aee40791808f199a7c24157e06ce576,"ayapakwa, ereyapakwa, oyapakwa","yapacua, ayapacua - ayapacura (Hoeller 1929:120); yapacua (Hoeller 1932a:278)",
yapape,gyr,yapape,n,,,,,gyr,8479fec93269c9d4fd50aa5d4049555d,"oyapape (old), oyapave (new); aipo che yapave","-; yapape, oyapape (Hoeller 1929:120)",
LX001830,gyr,yaparaitɨ,v,,,,apara,gyr,e3874107a782646b05ea42562d040121,"ayaparaitɨ, ereyaparaitɨ, oyaparaitɨ","yapara (Hoeller 1932a:278); yapara, ayapara (Hoeller 1929:120)",
yapaso,gyr,yapaso,v,,,,apaso,gyr,9251520868732bf4d7884de1d906950b,"ayapaso, che apaso",yapazo (Hoeller 1932a:278),
yape_1,gyr,yape,n,,"almost obsolete (Hoeller 1932a), not confirmed (2019); presumably simply the same as yape2",,,gyr,f188c79bde332200ca39334d68c7d6ae,,ayape (Hoeller 1932a:36),yapë
yape_2,gyr,yape,n,,,,ape_1,gyr,,"che ape, yape","-; yape, yapecóroi - yape (Hoeller 1929:120)",
LX001831,gyr,yape ätä,n,,"this is a descriptive term for little insects like the flea or louse, which can crack under your fingernail",,ape_1 ; LX000228,gyr,09d5f905505207724e8b4186697e0595,,-; yape âtâ (Hoeller 1929:120),
LX001832,gyr,yape ätä,n,,,,ape_1,gyr,09d5f905505207724e8b4186697e0595,"che ape, nde ape, yape",-; yape âtâ (Hoeller 1929:120),
yapearo,gyr,yapearo,v,,,,,gyr,a1c4f295914ea50231318cf82e2eb474,"ayapearo, ereyapearo, oyapearo","yapearo (Hoeller 1932a:279); yapearo, ayapearo (Hoeller 1929:121)",
yapeka,gyr,yapeka,v,,,,apeka,gyr,,ayapeka,"yapeca (Hoeller 1932a:279); yapeca, ayapeca (Hoeller 1929:121)",
yapengo,gyr,yapengo,v,,,,,gyr,,ayapengo,yapengo (Hoeller 1932a:279); yapenga (Hoeller 1929:121),
LX001833,gyr,yapepï,v,,almost obsolete (Hoeller 1932a); not used anymore (2019),,,gyr,,ayapepï,yapẽpĩ (Hoeller 1932a:279),
yapepo,gyr,yapepo,n,,,,apepo,gyr,,"che apepo, nde apepo, yapepo",yapepo (Hoeller 1932a:279); yaepepo (Hoeller 1929:119),yaepepo
yapete,gyr,yapete,v,,,,popete,gyr,92812d57bab22917cecae6f01c375727,"ayapete, ereyapete, (che apete)",yapete (Hoeller 1932a:279),
LX001834,gyr,yape'o,n,,,,,gyr,,"che ape'o, nde erepe'o",yapeo (Hoeller 1932a:279),
yapi,gyr,yapi,v,,,,api,gyr,06b93f76ddc78a39db33fd2c5bf0144b,"ayapi, ereyapi, oyapi; che api",yapi (Hoeller 1932a:279),
yapicha,gyr,yapicha,v,,,,apicha,gyr,e488747d7bcb2e0a30c83121c6b610c6,"ayapicha, ereyapicha, oyapicha, che apicha",yapicha (Hoeller 1932a:279),
yapiche,gyr,yapiche,n,,,,apiche,gyr,af93cb907a93258c43aa444cfd919489,yapiche,yapiche (Hoeller 1932a:279),
yapindo,gyr,yapindo,v,,,,,gyr,b2addf0f2416f6837260b4f91b9b2fa5,"ayapindo, oyapindo, oyeapindo",yapindo (Hoeller 1932a:279); oyapindo (ayapindo) (Hoeller 1929:121),
LX001835,gyr,yapipɨr,n,,,,api,gyr,3380a196375e58f8bb6fd6551f3e45db,che aseka yapipɨr,-; yapǐ - yapipǐr (Hoeller 1929:121),
yapirai,gyr,yapirai,v,,,,,gyr,b4decde87d926328142f67e509d33e05,"ayapirai, ereyapirai, oyapirai, yayapirai, che apirai ; ayapirai, ereyapirai, oyapirai, yayapirai, che apirai",yapirai (Hoeller 1932a:280),
LX001836,gyr,yapiravo'o,v,,,,LX000080,gyr,,"ayapiravo'o, ereyapiravo'o",yapiraboo (Hoeller 1932a:280),
yapituka,gyr,yapituka,v,,,,,gyr,2b0c40148c26e8f19f077b0649b788ec,"ayapituka, ereyapituka, oyapituka","zapituca (Hoeller 1932a:280); yapitǐca, ayapitǐca (Hoeller 1929:121)",yapitɨka
LX001837,gyr,yapi'i,n,,,,,gyr,98716b0c76ef1babbfd8b8b826239e9f,,yapii (Hoeller 1932a:279); yapíi (Hoeller 1929:121),
LX001838,gyr,yapïramo,v,,,,,gyr,145096a6a485b15e3ad24a144b28d057,"ayapïrämo, pa'i che apïramo",apiramo (Hoeller 1932a:23; Hoeller 1929:10); yapiramo (Hoeller 1932a:280),
LX001839,gyr,yapɨkui,v,,,,LX000092,gyr,eafab7eee17b23eb9111c4f3397d2e47,"ayapɨkui, ereyapɨkui, oyapɨkui; che apɨkui; che ayapɨkui chupe",yapìcui (Hoeller 1932a:280); pǐcui - ayapǐcui - apǐcuita (Hoeller 1929:77),
LX001840,gyr,yapɨpɨi,v,,,,LX000094,gyr,160a2828640ea4a0363dee108a1a9a19,"ayapɨpɨi, ereyapɨpɨi, a'e oyapɨpɨi; che apɨpɨi","yapìpìi (Hoeller 1932a:280); yapǐpǐ, ayapǐpǐ (Hoeller 1929:120)",
LX001841,gyr,yapɨpoka,v,,,,LX000095 ; LX000097 ; poka,gyr,28434becadf85afa967d89ebbcfe19ea ; cbc3c3a0860a5d7f14f7e82178424c6d,"ayapɨpoka, ereyapɨpoka; che apɨpoka","yapìpoca (Hoeller 1932a:280); apìr; ayapìpoca (Hoeller 1932a:24); yapipoca, ayapipoca (Hoeller 1929:121)",yaprɨpoka
LX001842,gyr,yapɨrapa,v,,,,apa ; yapa ; LX000095 ; LX000097,gyr,28434becadf85afa967d89ebbcfe19ea ; 3ce100cd33ced6526911774d3ba46932,"ayapɨrapa, ereyapɨrapa, che apɨrapa","yapìrapa (Hoeller 1932a:280); yapǐrapa, ayapǐrapa (Hoeller 1929:121)",yaprɨapa
LX001843,gyr,yapɨrasa,v,,,,LX000098 ; sasa,gyr,28f33b48dd93d7236cb7d38dcbf19da7,"ayapɨrasa, ereyapɨrasa, oyapɨrasa; che apɨrasa",yapìraza (Hoeller 1932a:280),
LX001844,gyr,yapɨrasɨ,n,,,,LX000098,gyr,,,yapìrazì (Hoeller 1932a:280),
LX001845,gyr,yapɨrasɨa,v,,,,LX000096,gyr,,ayapɨrasɨa,apìr; ayapìrazìa (Hoeller 1932a:24),
LX001846,gyr,yapɨrüpä,v,,,,LX000096,gyr,703d783b7837227bcf6b2a291e9f9299,"ayapɨrüpä, ereyapɨrüpä",yapìrũmpã (Hoeller 1932a:281),
LX001847,gyr,yapɨtayɨ,v,,,,LX000096,gyr,f71f9702ba06a69faaf47760c307217a,oyapɨtyɨ,"yapìtayì (Hoeller 1932a:281); yapǐtayu, toyapǐtayǔ ǐbǐra (Hoeller 1929:121); yì (Hoeller 1932a:301)",
LX001848,gyr,yapɨtepï,v,,,,LX000085,gyr,08930751228321723467fe571be75cc1,"ayapɨtepï, ereyapɨtepï, oyapɨtepï",yapìtepĩ (Hoeller 1932a:281),
yapo,gyr,yapo,v,,,,apo_1,gyr,32b5f5a867990450256cee9beda8bb48,"ayapo, ereyapo, oyapo, oyeapo",yapo (Hoeller 1932a:282),
LX001849,gyr,yapoapɨ,v,,,,LX000120,gyr,eeb3a45cf5da22c13338d4868d6ce6b9,"ayapoapɨ, ereyapoapɨ, oyapoapɨ",yapoapì (Hoeller 1932a:282),
yapokatu,gyr,yapokatu,v,,,,yapo,gyr,1d4ef6e2969439e5e716b3cc92896043,"ayapokatu, ereyapokatu, oyapokatu","yapocatu (Hoeller 1932a:282); apocatu, ayapocatu (Hoeller 1932a:27); apocatu, ayapocatu (Hoeller 1929:12)",
LX001850,gyr,yapokatupɨrɨë'ɨ va'e,n,,,,,gyr,b7c6da205b75dd19b3f443a27fed45c3,,yapocatupìrìeỹbae (Hoeller 1932a:282),
yaporemo_2,gyr,yaporemo,n,,,,,gyr,,,yaporemo (Hoeller 1932a:282),
yaporomo_1,gyr,yaporomo,n,,,,,gyr,272e96087a1905a0f3af0622d863584a,,yaporomo (Hoeller 1932a:282); yaporomo - yaporomondǐ (Hoeller 1929:121),
LX001851,gyr,yaprɨmombar,v,,,,LX000837,gyr,99bfc638ce548be36c7678f0a76efa63,ayaprɨmombar,apìr; yapìmomba (Hoeller 1932a:24),
yapu,gyr,yapu,n,,,,,gyr,55fe3a0b2eee198f82437848cb139620,,yapu (Hoeller 1932a:282),
yapunga,gyr,yapunga,n,,also used for a person that is a bit fat,,moapunga ; punga,gyr,aa727d0dace1e2a83244c7d85ab348e9,,"yapunga (Hoeller 1932a:282); apunga, yapunga (Hoeller 1932a:28; Hoeller 1929:12)",
LX001852,gyr,yapu'a,n,,,,LX000123,gyr,58de4f2f86d726e16dd586e9a5c33f49,"che apu'a, nde apu'a, yapu'a",yapua (Hoeller 1932a:282),
yar_1,gyr,yar,n,,,,,gyr,9a3420a4f3cbd9c13ef0591413a4e87f,"che yar, nde yar, iyar",yar (Hoeller 1932a:282) ; yar (Hoeller 1929:122); yar - ndaoyayarbei (Hoeller 1929:121),
yara,gyr,yara,v,,,,,gyr,47ff44aec29d1c0d4ddf9a716b986316,"ayara, ereyara, oyara; a'e oyara cheu","yara (Hoeller 1932a:283); yara, ayara (Hoeller 1929:122); ara, ayara (Hoeller 1932a:29, 283)",
